sample_id,grid_id,date,year,month,state_code,district_code,latitude,longitude,elevation_m,slope_deg,aspect_deg,terrain_ruggedness,relief_m,rainfall_1d_mm,rainfall_3d_mm,rainfall_7d_mm,rainfall_30d_mm,rainfall_90d_mm,temperature_mean_c,temperature_max_c,temperature_min_c,temperature_range_c,humidity_pct,ndvi,evi,ndwi,nbr,vegetation_fraction,soil_ph,soil_organic_carbon,soil_clay_pct,soil_sand_pct,soil_silt_pct,soil_bulk_density,soil_water_capacity,landcover_code,distance_to_river_m,distance_to_water_m,water_occurrence_pct,drainage_density,forest_cover_pct,protected_area_flag,distance_to_protected_area_m,flood_history_flag,landslide_history_flag,nearest_landslide_distance_km,distance_to_road_m,road_proximity_flag,road_cut_slope_hazard,target_flood_risk,target_landslide_risk,data_quality_score,depth_to_slip_plane_m,pore_water_pressure_kpa,effective_cohesion_kpa,friction_angle_deg,pore_pressure_ratio_ru,factor_of_safety_fs,subsurface_creep_um_hr
NER-G250M-2137_12547_20260908,NER-G250M-2137_12547,2026-09-08,2026,9,1,110,28.358744,93.351187,3931.0,35.12,352.3,60.39,298.9,19.5,58.7,123.6,530.1,1942.3,8.3,12.5,6.8,5.7,96.0,0.8421,0.7291,-0.7636,0.6728,0.9804,5.22,41.8,23.2,47.2,29.6,117.2,0.16,1,85000.0,72250.0,0.0,2.8,79.3,0,189670.6,0,0,50.95,127635.6,0,0,0,1,1.0,6.0,7.06,19.39,28.54,0.0535,1.024,5.26
NER-G250M-2347_12200_20260908,NER-G250M-2347_12200,2026-09-08,2026,9,1,116,27.571252,93.880367,1905.0,29.11,34.7,50.78,252.1,5.6,14.7,58.7,284.3,944.2,18.8,23.7,16.3,7.4,91.0,0.8702,0.6565,-0.7844,0.6913,1.0,4.65,30.2,36.5,27.0,36.5,121.0,0.16,1,33572.2,28536.4,0.0,2.8,79.3,0,115194.6,0,0,8.11,32927.3,0,0,0,2,1.0,6.0,7.06,22.3,24.13,0.0535,1.146,3.82
NER-G250M-2347_12316_20260908,NER-G250M-2347_12316,2026-09-08,2026,9,1,111,27.832949,93.882469,1431.0,35.21,24.6,60.54,299.6,6.1,22.1,43.7,210.1,915.8,22.0,26.2,20.0,6.2,92.0,0.8481,0.7107,-0.7661,0.6782,0.9953,5.08,37.2,21.8,48.2,30.0,110.0,0.15,1,22058.4,18749.6,0.0,2.8,79.3,0,141692.8,0,0,21.03,48724.8,0,0,0,1,1.0,6.0,7.06,18.21,28.9,0.0535,1.012,5.44
NER-G250M-2347_12432_20260908,NER-G250M-2347_12432,2026-09-08,2026,9,1,105,28.094636,93.884601,2091.0,29.09,10.8,50.74,251.9,12.6,45.0,93.5,343.8,1423.8,18.4,21.6,16.3,5.3,92.0,0.834,0.7621,-0.7545,0.6644,0.9603,5.24,41.0,23.4,47.1,29.5,110.0,0.16,1,39160.7,33286.6,0.0,2.8,79.3,0,169031.3,0,0,43.77,73153.1,0,0,0,1,1.0,6.0,7.06,19.34,28.5,0.0535,1.252,2.91
NER-G250M-2347_12547_20260908,NER-G250M-2347_12547,2026-09-08,2026,9,1,115,28.356313,93.886761,1070.0,35.22,355.0,60.55,299.7,27.7,75.7,129.1,408.9,1701.6,24.3,30.3,21.7,8.6,92.0,0.8487,0.7133,-0.7671,0.6762,0.9969,5.19,41.8,22.9,47.4,29.7,110.0,0.16,1,65328.9,55529.6,0.0,2.8,79.3,0,196859.8,0,0,64.37,100079.1,0,0,0,1,1.0,6.0,7.06,19.28,28.62,0.0535,1.021,5.31
NER-G250M-2557_12084_20260908,NER-G250M-2557_12084,2026-09-08,2026,9,1,111,27.305206,94.40866,99.0,35.38,39.9,60.81,301.0,19.0,74.2,150.1,439.2,1543.4,27.6,31.6,24.8,6.8,91.0,0.8546,0.6921,-0.7726,0.6806,1.0,4.66,31.0,36.6,26.9,36.5,129.0,0.16,1,30890.5,26256.9,0.0,2.8,79.3,0,128440.5,0,0,30.27,30048.4,0,0,0,1,1.0,6.0,7.06,22.46,24.1,0.0535,0.94,6.59
NER-G250M-2557_12200_20260908,NER-G250M-2557_12200,2026-09-08,2026,9,1,105,27.566865,94.411986,176.0,28.76,33.4,50.22,249.3,4.7,16.7,63.4,293.0,1207.4,27.0,30.3,24.3,6.0,87.0,0.8434,0.734,-0.762,0.6691,0.9835,4.81,30.2,38.1,25.9,36.0,129.1,0.17,1,40534.2,34454.1,0.0,2.8,79.3,0,147090.7,0,0,38.11,22460.3,0,0,0,1,1.0,6.0,7.06,22.87,23.73,0.0535,1.156,3.73
NER-G250M-2557_12316_20260908,NER-G250M-2557_12316,2026-09-08,2026,9,1,116,27.828513,94.415358,1026.0,35.4,23.6,60.84,301.1,6.4,20.8,43.2,219.1,1021.8,24.1,27.7,21.5,6.2,89.0,0.8288,0.7783,-0.7522,0.6595,0.9477,5.25,37.2,23.5,47.0,29.5,118.1,0.16,1,31694.2,26940.1,0.0,2.8,79.3,0,168708.1,0,0,17.41,42349.5,0,0,0,2,1.0,6.0,7.06,18.8,28.47,0.0535,1.003,5.57
NER-G250M-2557_12432_20260908,NER-G250M-2557_12432,2026-09-08,2026,9,1,110,28.090152,94.418776,1084.0,28.74,10.5,50.18,249.2,5.1,21.6,38.4,189.1,1271.2,22.3,25.9,20.0,5.9,89.0,0.8534,0.7026,-0.7695,0.6797,1.0,5.16,41.0,22.6,47.6,29.8,118.2,0.15,1,45315.2,38517.9,0.0,2.8,79.3,0,192294.2,0,0,29.01,69063.6,0,0,0,1,1.0,6.0,7.06,19.06,28.69,0.0535,1.271,2.78
NER-G250M-2557_12547_20260908,NER-G250M-2557_12547,2026-09-08,2026,9,1,104,28.351779,94.42224,2774.0,35.41,355.5,60.86,301.2,24.8,69.3,173.1,693.1,2755.3,13.0,15.3,11.5,3.8,98.0,0.8386,0.7419,-0.7589,0.6679,0.9717,4.98,41.8,20.8,48.8,30.4,118.2,0.14,1,60182.3,51155.0,0.0,2.8,79.3,0,217207.8,0,0,39.1,96380.7,0,0,0,1,1.0,6.0,7.06,18.55,29.14,0.0535,1.019,5.34
NER-G250M-2557_12663_20260908,NER-G250M-2557_12663,2026-09-08,2026,9,1,114,28.613397,94.42575,2306.0,28.71,341.3,50.14,248.9,16.4,52.7,100.8,357.6,1451.6,16.2,19.2,14.3,4.9,95.0,0.86,0.6826,-0.7759,0.6851,1.0,4.98,38.9,20.8,48.8,30.4,118.3,0.14,7,73506.8,62480.8,0.0,2.8,79.3,0,232418.5,0,0,55.72,109315.9,0,0,0,1,1.0,6.0,7.06,18.11,29.14,0.0535,1.273,2.76
NER-G250M-2557_12779_20260908,NER-G250M-2557_12779,2026-09-08,2026,9,1,108,28.875004,94.429307,3167.0,35.42,330.1,60.87,301.3,17.4,55.2,114.6,563.2,2024.8,13.0,17.7,11.4,6.3,95.0,0.8689,0.6511,-0.7865,0.696,1.0,5.16,35.0,22.6,47.6,29.8,118.3,0.15,7,85000.0,72250.0,0.0,2.8,79.3,0,249056.5,0,0,47.92,127657.6,0,0,0,1,1.0,6.0,7.06,18.16,28.69,0.0535,0.999,5.63
NER-G250M-773_11546_20260908,NER-G250M-773_11546,2026-09-08,2026,9,2,211,26.065658,89.934791,30.0,5.81,115.8,13.5,70.3,1.4,18.6,32.4,207.4,1492.4,29.5,33.0,26.6,6.4,82.0,0.8702,0.6565,-0.7844,0.695,1.0,6.06,20.7,26.6,38.9,34.5,137.0,0.18,1,5160.9,4386.8,0.0,2.8,36.1,0,77136.4,0,0,38.08,42803.6,0,0,1,0,1.0,6.0,7.06,17.41,27.1,0.0535,2.8,2.28
NER-G250M-1462_11546_20260908,NER-G250M-1462_11546,2026-09-08,2026,9,2,201,26.09196,91.6554,206.0,13.51,136.2,25.82,130.4,7.4,32.2,79.0,407.2,1606.9,28.6,32.3,26.4,5.9,85.0,0.7668,0.6214,-0.6802,0.6115,0.8029,6.18,20.9,27.8,38.2,34.0,136.1,0.19,4,18785.9,15968.0,0.0,2.8,36.1,0,101543.5,0,1,3.09,11445.4,0,0,1,3,1.0,6.0,7.06,17.87,26.82,0.0535,2.581,2.28
NER-G250M-1462_11700_20260908,NER-G250M-1462_11700,2026-09-08,2026,9,2,206,26.439539,91.651389,53.0,6.82,131.5,15.11,78.2,5.9,15.0,21.6,322.3,1283.6,29.2,32.5,27.1,5.4,85.0,0.7576,0.6331,-0.6742,0.6047,0.7823,6.06,26.0,26.6,39.0,34.4,136.1,0.18,4,30460.1,25891.1,0.0,2.8,36.1,0,78147.5,0,0,9.21,33617.6,0,0,1,0,1.0,6.0,7.06,18.21,27.11,0.0535,2.8,2.28
NER-G250M-1691_11546_20260908,NER-G250M-1691_11546,2026-09-08,2026,9,2,207,26.096168,92.229351,193.0,12.94,117.8,24.9,125.9,5.8,25.4,39.3,238.2,1054.6,27.4,31.4,24.6,6.8,87.0,0.7542,0.6417,-0.6694,0.5985,0.7749,6.06,21.0,26.6,38.9,34.5,127.1,0.18,4,44455.1,37786.8,0.0,2.8,36.1,0,127819.3,0,0,34.88,27068.2,0,0,1,0,1.0,6.0,7.06,17.46,27.1,0.0535,2.708,2.28
NER-G250M-1691_11700_20260908,NER-G250M-1691_11700,2026-09-08,2026,9,2,212,26.443812,92.227052,57.0,6.99,114.2,15.38,79.5,1.8,15.2,43.7,302.9,1260.9,29.3,32.3,26.9,5.4,82.0,0.8063,0.5706,-0.7164,0.639,0.8937,6.27,26.0,28.7,37.5,33.8,127.1,0.19,4,50558.4,42974.6,0.0,2.8,36.1,0,114603.4,0,0,50.16,46919.4,0,0,1,0,1.0,6.0,7.06,18.95,26.58,0.0535,2.8,2.28
NER-G250M-1691_11854_20260908,NER-G250M-1691_11854,2026-09-08,2026,9,2,202,26.791439,92.22471,110.0,9.31,113.7,19.1,97.6,2.1,7.5,26.4,298.4,1017.1,28.6,31.8,25.6,6.2,85.0,0.7778,0.6023,-0.6899,0.6207,0.8276,6.32,27.8,29.2,37.2,33.6,127.1,0.2,4,61328.1,52128.9,0.0,2.8,36.1,0,113618.9,0,0,47.88,54518.1,0,0,1,0,1.0,6.0,7.06,19.39,26.46,0.0535,2.8,2.28
NER-G250M-1921_10930_20260908,NER-G250M-1921_10930,2026-09-08,2026,9,2,209,24.707233,92.805636,21.0,5.42,287.3,12.87,67.3,15.6,46.7,124.5,529.4,1521.0,28.0,32.2,24.9,7.3,86.0,0.8673,0.6621,-0.7828,0.691,1.0,6.17,23.5,27.7,38.2,34.1,134.5,0.19,1,10312.5,8765.6,0.0,2.8,36.1,0,120367.6,0,0,21.66,13638.8,0,0,1,0,1.0,6.0,7.06,18.22,26.83,0.0535,2.8,2.28
NER-G250M-1921_11084_20260908,NER-G250M-1921_11084,2026-09-08,2026,9,2,214,25.054973,92.805091,167.0,11.81,328.7,23.1,117.1,10.6,18.9,45.9,272.0,1282.0,26.5,30.3,23.4,6.9,91.0,0.8333,0.7719,-0.7522,0.6611,0.9588,6.35,27.8,29.5,37.0,33.5,134.5,0.2,1,28306.6,24060.6,0.0,2.8,36.1,0,157405.3,0,1,0.91,24977.2,0,0,1,3,1.0,6.0,7.06,19.49,26.39,0.0535,2.8,2.28
NER-G250M-1921_11238_20260908,NER-G250M-1921_11238,2026-09-08,2026,9,2,204,25.402696,92.804536,856.0,41.95,64.5,71.32,352.2,13.3,58.0,108.4,312.3,1169.9,23.7,27.7,21.2,6.5,92.0,0.8491,0.7145,-0.7675,0.6768,0.9976,6.18,25.9,27.8,38.2,34.0,134.4,0.19,1,66900.8,56865.7,0.0,2.8,36.1,0,148808.3,0,0,12.35,49226.6,0,0,1,0,1.0,6.0,7.06,18.62,26.82,0.0535,0.792,9.82
NER-G250M-1921_11546_20260908,NER-G250M-1921_11546,2026-09-08,2026,9,2,213,26.098093,92.803395,64.0,7.3,81.3,15.88,81.9,2.3,27.4,55.4,294.0,1002.8,28.8,32.2,24.9,7.3,83.0,0.8118,0.5615,-0.7194,0.6439,0.9068,6.27,21.0,28.7,37.5,33.8,134.4,0.19,4,55712.7,47355.8,0.0,2.8,36.1,0,82102.2,0,0,57.5,25900.8,0,0,1,0,1.0,6.0,7.06,18.2,26.58,0.0535,2.8,2.28
NER-G250M-1921_11700_20260908,NER-G250M-1921_11700,2026-09-08,2026,9,2,203,26.445766,92.802808,66.0,7.39,82.6,16.02,82.6,1.6,21.5,71.3,329.0,1219.8,29.2,32.5,26.2,6.3,82.0,0.7762,0.6081,-0.6896,0.6178,0.8241,6.32,26.1,29.2,37.2,33.6,134.4,0.2,4,17122.3,14554.0,0.0,2.8,36.1,0,59229.4,0,0,25.26,14788.2,0,0,1,0,1.0,6.0,7.06,19.13,26.46,0.0535,2.8,2.28
NER-G250M-1921_11854_20260908,NER-G250M-1921_11854,2026-09-08,2026,9,2,208,26.793423,92.802211,78.0,7.91,82.9,16.86,86.7,8.5,39.1,77.2,383.1,1424.9,28.4,31.8,25.2,6.6,86.0,0.7995,0.5753,-0.7115,0.6355,0.8777,6.09,27.7,26.9,38.7,34.4,134.4,0.18,4,21471.1,18250.4,0.0,2.8,36.1,0,57045.4,0,0,29.61,40872.1,0,0,1,0,1.0,6.0,7.06,18.57,27.03,0.0535,2.8,2.28
NER-G250M-2150_11546_20260908,NER-G250M-2150_11546,2026-09-08,2026,9,2,204,26.097733,93.377462,361.0,20.29,51.9,36.66,183.3,4.1,21.7,62.5,347.4,1031.0,26.0,29.0,23.3,5.7,88.0,0.7815,0.6021,-0.693,0.6199,0.836,6.32,21.0,29.2,37.2,33.6,133.7,0.2,4,80267.5,68227.4,0.0,2.8,36.1,0,61363.1,0,0,56.17,40952.0,0,0,1,0,1.0,6.0,7.06,18.37,26.46,0.0535,1.692,2.28
NER-G250M-2150_11700_20260908,NER-G250M-2150_11700,2026-09-08,2026,9,2,209,26.445401,93.378588,686.0,34.51,56.3,59.42,294.2,18.0,32.3,68.5,298.2,1025.9,24.0,28.4,21.3,7.1,94.0,0.7877,0.5875,-0.6995,0.627,0.8502,6.09,26.1,26.9,38.7,34.4,133.6,0.18,4,60350.0,51297.5,0.0,2.8,36.1,0,22889.7,0,0,40.5,21021.2,0,0,1,0,1.0,6.0,7.06,18.33,27.03,0.0535,0.981,5.9
NER-G250M-2150_11854_20260908,NER-G250M-2150_11854,2026-09-08,2026,9,2,214,26.793052,93.379735,87.0,8.31,57.0,17.5,89.8,5.4,15.3,62.4,319.5,1207.9,28.8,32.4,25.1,7.3,85.0,0.7505,0.6488,-0.664,0.5977,0.7668,6.12,27.7,27.2,38.6,34.2,133.6,0.18,4,61807.1,52536.0,0.0,2.8,36.1,0,16154.8,0,0,39.85,16154.8,0,0,1,0,1.0,6.0,7.06,18.67,26.96,0.0535,2.8,2.28
NER-G250M-2380_11700_20260908,NER-G250M-2380_11700,2026-09-08,2026,9,2,214,26.442716,93.954322,99.0,8.83,45.3,18.33,93.9,17.9,47.3,108.5,337.0,1132.4,29.0,31.8,25.3,6.5,87.0,0.7581,0.6345,-0.6715,0.6024,0.7834,6.11,26.0,27.1,38.6,34.3,127.4,0.18,4,60856.3,51727.9,0.0,2.8,36.1,0,64664.1,0,0,42.1,42035.3,0,0,1,0,1.0,6.0,7.06,18.38,26.98,0.0535,2.8,2.28
NER-G250M-2380_11854_20260908,NER-G250M-2380_11854,2026-09-08,2026,9,2,204,26.790326,93.957213,80.0,8.0,46.1,17.0,87.4,11.3,30.0,128.1,432.5,1305.8,29.3,32.7,25.7,7.0,84.0,0.7668,0.6214,-0.6802,0.6082,0.8029,6.34,27.8,29.4,37.1,33.5,127.4,0.2,4,42083.4,35770.9,0.0,2.8,36.1,0,62687.3,0,0,32.8,24687.9,0,0,1,0,1.0,6.0,7.06,19.46,26.42,0.0535,2.8,2.28
NER-G250M-2610_11854_20260908,NER-G250M-2610_11854,2026-09-08,2026,9,2,209,26.785247,94.534573,107.0,9.18,46.1,18.89,96.6,20.8,64.5,161.5,470.8,1407.1,28.5,31.4,25.1,6.3,90.0,0.863,0.6784,-0.7778,0.686,1.0,6.24,27.8,28.4,37.7,33.9,136.6,0.19,1,48373.8,41117.7,0.0,2.8,36.1,0,119404.8,0,0,17.89,3825.5,0,0,1,0,1.0,6.0,7.06,19.11,26.66,0.0535,2.8,2.28
NER-G250M-2610_12008_20260908,NER-G250M-2610_12008,2026-09-08,2026,9,2,214,27.132764,94.539291,90.0,8.44,43.5,17.7,90.8,5.5,36.2,108.8,414.8,1371.2,29.1,32.2,26.1,6.1,85.0,0.8543,0.6908,-0.7722,0.6834,1.0,6.05,23.4,26.5,39.0,34.5,136.6,0.18,1,34123.5,29005.0,0.0,2.8,36.1,0,130444.2,0,0,43.71,37145.2,0,0,1,0,1.0,6.0,7.06,17.78,27.13,0.0535,2.8,2.28
NER-G250M-2839_11854_20260908,NER-G250M-2839_11854,2026-09-08,2026,9,2,214,26.777817,95.111746,591.0,30.36,56.9,52.78,261.8,17.3,52.9,135.0,350.4,1171.5,25.9,30.0,22.2,7.8,90.0,0.8481,0.7107,-0.7661,0.675,0.9953,6.05,27.8,26.5,39.0,34.5,130.5,0.18,1,85000.0,72250.0,0.0,2.8,36.1,0,148861.3,0,0,10.38,61224.1,0,0,1,0,1.0,6.0,7.06,18.45,27.13,0.0535,1.132,3.96
NER-G250M-2077_10719_20260908,NER-G250M-2077_10719,2026-09-08,2026,9,3,301,24.231468,93.191027,878.0,32.36,302.1,55.98,277.4,24.2,37.8,100.4,386.5,1173.6,23.0,28.8,20.4,8.4,93.0,0.8297,0.7818,-0.7504,0.6585,0.9499,4.65,30.4,36.5,27.0,36.5,130.4,0.16,1,52797.7,44878.0,0.0,2.8,74.3,0,98447.2,0,0,10.66,44753.9,0,0,0,2,1.0,6.0,7.06,22.33,24.13,0.0535,1.028,5.21
NER-G250M-2077_10795_20260908,NER-G250M-2077_10795,2026-09-08,2026,9,3,307,24.404091,93.191286,432.0,32.35,306.5,55.96,277.3,36.4,59.1,161.1,555.7,1646.1,25.5,30.4,23.2,7.2,93.0,0.8369,0.7483,-0.7584,0.6684,0.9675,4.72,30.1,37.2,26.5,36.3,130.4,0.16,1,34090.8,28977.2,0.0,2.8,74.3,0,111394.9,0,0,12.66,45616.1,0,0,0,2,1.0,6.0,7.06,22.54,23.95,0.0535,1.026,5.24
