sample_id,grid_id,date,year,month,state_code,district_code,latitude,longitude,elevation_m,slope_deg,aspect_deg,terrain_ruggedness,relief_m,rainfall_1d_mm,rainfall_3d_mm,rainfall_7d_mm,rainfall_30d_mm,rainfall_90d_mm,temperature_mean_c,temperature_max_c,temperature_min_c,temperature_range_c,humidity_pct,ndvi,evi,ndwi,nbr,vegetation_fraction,soil_ph,soil_organic_carbon,soil_clay_pct,soil_sand_pct,soil_silt_pct,soil_bulk_density,soil_water_capacity,landcover_code,distance_to_river_m,distance_to_water_m,water_occurrence_pct,drainage_density,forest_cover_pct,protected_area_flag,distance_to_protected_area_m,flood_history_flag,landslide_history_flag,nearest_landslide_distance_km,distance_to_road_m,road_proximity_flag,road_cut_slope_hazard,target_flood_risk,target_landslide_risk,data_quality_score,depth_to_slip_plane_m,pore_water_pressure_kpa,effective_cohesion_kpa,friction_angle_deg,pore_pressure_ratio_ru,factor_of_safety_fs,subsurface_creep_um_hr
NER-G250M-2137_12084_20260908,NER-G250M-2137_12084,2026-09-08,2026,9,1,101,27.311871,93.347832,2112.0,35.1,52.9,60.36,298.8,3.2,10.5,30.1,214.0,975.5,16.6,20.3,13.3,7.0,92.0,0.8549,0.6934,-0.7731,0.6813,1.0,4.94,31.0,39.4,25.1,35.5,128.2,0.18,1,85000.0,72250.0,0.0,2.8,79.3,0,73468.0,0,0,31.39,35969.9,0,0,0,1,1.0,6.0,7.06,23.44,23.42,0.0535,0.945,6.5
NER-G250M-2137_12200_20260908,NER-G250M-2137_12200,2026-09-08,2026,9,1,111,27.573604,93.348654,2576.0,29.3,46.0,51.08,253.5,20.5,53.8,154.3,651.4,2312.4,15.5,17.8,13.6,4.2,96.0,0.8458,0.73,-0.7636,0.6728,0.9896,4.79,30.2,37.9,26.1,36.0,128.2,0.17,1,79225.8,67341.9,0.0,2.8,79.3,0,102520.1,0,0,34.64,59159.9,0,0,0,1,1.0,6.0,7.06,22.8,23.79,0.0535,1.135,3.93
NER-G250M-2137_12316_20260908,NER-G250M-2137_12316,2026-09-08,2026,9,1,106,27.835327,93.349487,2720.0,35.11,34.3,60.38,298.9,1.9,6.0,33.4,179.1,829.8,16.1,21.9,12.7,9.2,83.0,0.8759,0.6439,-0.7872,0.6989,1.0,4.95,37.3,20.5,49.0,30.5,117.2,0.14,1,75153.7,63880.6,0.0,2.8,79.3,0,131571.3,0,0,7.15,85987.3,0,0,0,2,1.0,6.0,7.06,17.77,29.21,0.0535,1.018,5.35
NER-G250M-2137_12432_20260908,NER-G250M-2137_12432,2026-09-08,2026,9,1,116,28.097041,93.350331,976.0,29.28,15.8,51.05,253.4,19.0,35.3,74.1,339.2,1258.9,25.4,31.1,23.0,8.1,90.0,0.8578,0.6893,-0.7749,0.6821,1.0,5.04,41.0,21.4,48.4,30.2,117.2,0.15,1,81897.2,69612.6,0.0,2.8,79.3,0,160621.6,0,0,21.9,107755.7,0,0,0,1,1.0,6.0,7.06,18.64,28.99,0.0535,1.25,2.93
NER-G250M-2137_12547_20260908,NER-G250M-2137_12547,2026-09-08,2026,9,1,110,28.358744,93.351187,3931.0,35.12,352.3,60.39,298.9,19.5,58.7,123.6,530.1,1942.3,8.3,12.5,6.8,5.7,96.0,0.8421,0.7291,-0.7636,0.6728,0.9804,5.22,41.8,23.2,47.2,29.6,117.2,0.16,1,85000.0,72250.0,0.0,2.8,79.3,0,189670.6,0,0,50.95,127635.6,0,0,0,1,1.0,6.0,7.06,19.39,28.54,0.0535,1.024,5.26
NER-G250M-2347_11968_20260908,NER-G250M-2347_11968,2026-09-08,2026,9,1,112,27.047827,93.876245,91.0,29.12,45.3,50.79,252.1,9.0,35.7,82.9,336.2,1137.0,28.6,31.1,25.4,5.7,86.0,0.8058,0.5692,-0.7157,0.6381,0.8925,4.92,34.8,39.2,25.2,35.6,121.0,0.18,1,32889.4,27956.0,0.0,2.8,79.3,0,68697.4,0,0,8.26,26270.8,0,0,0,2,1.0,6.0,7.06,23.94,23.46,0.0535,1.151,3.77
NER-G250M-2347_12084_20260908,NER-G250M-2347_12084,2026-09-08,2026,9,1,106,27.309544,93.878292,452.0,35.2,41.4,60.52,299.6,8.5,42.9,73.5,217.2,818.5,25.6,28.6,23.4,5.2,93.0,0.8487,0.7133,-0.7671,0.6762,0.9969,4.75,31.0,37.5,26.3,36.2,121.0,0.17,1,39698.4,33743.6,0.0,2.8,79.3,0,90280.3,0,0,7.46,34758.4,0,0,0,2,1.0,6.0,7.06,22.77,23.88,0.0535,0.944,6.52
NER-G250M-2347_12200_20260908,NER-G250M-2347_12200,2026-09-08,2026,9,1,116,27.571252,93.880367,1905.0,29.11,34.7,50.78,252.1,5.6,14.7,58.7,284.3,944.2,18.8,23.7,16.3,7.4,91.0,0.8702,0.6565,-0.7844,0.6913,1.0,4.65,30.2,36.5,27.0,36.5,121.0,0.16,1,33572.2,28536.4,0.0,2.8,79.3,0,115194.6,0,0,8.11,32927.3,0,0,0,2,1.0,6.0,7.06,22.3,24.13,0.0535,1.146,3.82
NER-G250M-2347_12316_20260908,NER-G250M-2347_12316,2026-09-08,2026,9,1,111,27.832949,93.882469,1431.0,35.21,24.6,60.54,299.6,6.1,22.1,43.7,210.1,915.8,22.0,26.2,20.0,6.2,92.0,0.8481,0.7107,-0.7661,0.6782,0.9953,5.08,37.2,21.8,48.2,30.0,110.0,0.15,1,22058.4,18749.6,0.0,2.8,79.3,0,141692.8,0,0,21.03,48724.8,0,0,0,1,1.0,6.0,7.06,18.21,28.9,0.0535,1.012,5.44
NER-G250M-2347_12432_20260908,NER-G250M-2347_12432,2026-09-08,2026,9,1,105,28.094636,93.884601,2091.0,29.09,10.8,50.74,251.9,12.6,45.0,93.5,343.8,1423.8,18.4,21.6,16.3,5.3,92.0,0.834,0.7621,-0.7545,0.6644,0.9603,5.24,41.0,23.4,47.1,29.5,110.0,0.16,1,39160.7,33286.6,0.0,2.8,79.3,0,169031.3,0,0,43.77,73153.1,0,0,0,1,1.0,6.0,7.06,19.34,28.5,0.0535,1.252,2.91
NER-G250M-2347_12547_20260908,NER-G250M-2347_12547,2026-09-08,2026,9,1,115,28.356313,93.886761,1070.0,35.22,355.0,60.55,299.7,27.7,75.7,129.1,408.9,1701.6,24.3,30.3,21.7,8.6,92.0,0.8487,0.7133,-0.7671,0.6762,0.9969,5.19,41.8,22.9,47.4,29.7,110.0,0.16,1,65328.9,55529.6,0.0,2.8,79.3,0,196859.8,0,0,64.37,100079.1,0,0,0,1,1.0,6.0,7.06,19.28,28.62,0.0535,1.021,5.31
NER-G250M-2347_12663_20260908,NER-G250M-2347_12663,2026-09-08,2026,9,1,109,28.61798,93.88895,3585.0,29.07,340.2,50.71,251.7,10.5,23.3,56.6,277.5,1134.5,10.2,13.4,8.8,4.6,96.0,0.8333,0.7719,-0.7522,0.6611,0.9588,5.01,38.8,21.1,48.6,30.3,110.0,0.14,7,85000.0,72250.0,0.0,2.8,79.3,0,224996.1,0,0,89.76,127934.7,0,0,0,1,1.0,6.0,7.06,18.2,29.06,0.0535,1.254,2.9
NER-G250M-2557_12084_20260908,NER-G250M-2557_12084,2026-09-08,2026,9,1,111,27.305206,94.40866,99.0,35.38,39.9,60.81,301.0,19.0,74.2,150.1,439.2,1543.4,27.6,31.6,24.8,6.8,91.0,0.8546,0.6921,-0.7726,0.6806,1.0,4.66,31.0,36.6,26.9,36.5,129.0,0.16,1,30890.5,26256.9,0.0,2.8,79.3,0,128440.5,0,0,30.27,30048.4,0,0,0,1,1.0,6.0,7.06,22.46,24.1,0.0535,0.94,6.59
NER-G250M-2557_12200_20260908,NER-G250M-2557_12200,2026-09-08,2026,9,1,105,27.566865,94.411986,176.0,28.76,33.4,50.22,249.3,4.7,16.7,63.4,293.0,1207.4,27.0,30.3,24.3,6.0,87.0,0.8434,0.734,-0.762,0.6691,0.9835,4.81,30.2,38.1,25.9,36.0,129.1,0.17,1,40534.2,34454.1,0.0,2.8,79.3,0,147090.7,0,0,38.11,22460.3,0,0,0,1,1.0,6.0,7.06,22.87,23.73,0.0535,1.156,3.73
NER-G250M-2557_12316_20260908,NER-G250M-2557_12316,2026-09-08,2026,9,1,116,27.828513,94.415358,1026.0,35.4,23.6,60.84,301.1,6.4,20.8,43.2,219.1,1021.8,24.1,27.7,21.5,6.2,89.0,0.8288,0.7783,-0.7522,0.6595,0.9477,5.25,37.2,23.5,47.0,29.5,118.1,0.16,1,31694.2,26940.1,0.0,2.8,79.3,0,168708.1,0,0,17.41,42349.5,0,0,0,2,1.0,6.0,7.06,18.8,28.47,0.0535,1.003,5.57
NER-G250M-2557_12432_20260908,NER-G250M-2557_12432,2026-09-08,2026,9,1,110,28.090152,94.418776,1084.0,28.74,10.5,50.18,249.2,5.1,21.6,38.4,189.1,1271.2,22.3,25.9,20.0,5.9,89.0,0.8534,0.7026,-0.7695,0.6797,1.0,5.16,41.0,22.6,47.6,29.8,118.2,0.15,1,45315.2,38517.9,0.0,2.8,79.3,0,192294.2,0,0,29.01,69063.6,0,0,0,1,1.0,6.0,7.06,19.06,28.69,0.0535,1.271,2.78
NER-G250M-2557_12547_20260908,NER-G250M-2557_12547,2026-09-08,2026,9,1,104,28.351779,94.42224,2774.0,35.41,355.5,60.86,301.2,24.8,69.3,173.1,693.1,2755.3,13.0,15.3,11.5,3.8,98.0,0.8386,0.7419,-0.7589,0.6679,0.9717,4.98,41.8,20.8,48.8,30.4,118.2,0.14,1,60182.3,51155.0,0.0,2.8,79.3,0,217207.8,0,0,39.1,96380.7,0,0,0,1,1.0,6.0,7.06,18.55,29.14,0.0535,1.019,5.34
NER-G250M-2557_12663_20260908,NER-G250M-2557_12663,2026-09-08,2026,9,1,114,28.613397,94.42575,2306.0,28.71,341.3,50.14,248.9,16.4,52.7,100.8,357.6,1451.6,16.2,19.2,14.3,4.9,95.0,0.86,0.6826,-0.7759,0.6851,1.0,4.98,38.9,20.8,48.8,30.4,118.3,0.14,7,73506.8,62480.8,0.0,2.8,79.3,0,232418.5,0,0,55.72,109315.9,0,0,0,1,1.0,6.0,7.06,18.11,29.14,0.0535,1.273,2.76
NER-G250M-2557_12779_20260908,NER-G250M-2557_12779,2026-09-08,2026,9,1,108,28.875004,94.429307,3167.0,35.42,330.1,60.87,301.3,17.4,55.2,114.6,563.2,2024.8,13.0,17.7,11.4,6.3,95.0,0.8689,0.6511,-0.7865,0.696,1.0,5.16,35.0,22.6,47.6,29.8,118.3,0.15,7,85000.0,72250.0,0.0,2.8,79.3,0,249056.5,0,0,47.92,127657.6,0,0,0,1,1.0,6.0,7.06,18.16,28.69,0.0535,0.999,5.63
NER-G250M-773_11546_20260908,NER-G250M-773_11546,2026-09-08,2026,9,2,211,26.065658,89.934791,30.0,5.81,115.8,13.5,70.3,1.4,18.6,32.4,207.4,1492.4,29.5,33.0,26.6,6.4,82.0,0.8702,0.6565,-0.7844,0.695,1.0,6.06,20.7,26.6,38.9,34.5,137.0,0.18,1,5160.9,4386.8,0.0,2.8,36.1,0,77136.4,0,0,38.08,42803.6,0,0,1,0,1.0,6.0,7.06,17.41,27.1,0.0535,2.8,2.28
NER-G250M-1002_11546_20260908,NER-G250M-1002_11546,2026-09-08,2026,9,2,203,26.076701,90.508051,128.0,10.1,135.6,20.36,103.8,2.0,10.3,35.0,232.9,1241.5,28.8,32.4,25.8,6.6,86.0,0.7804,0.5993,-0.6916,0.6217,0.8336,6.17,20.8,27.7,38.2,34.1,128.6,0.19,4,60860.1,51731.1,0.0,2.8,36.1,0,68093.5,0,0,29.92,46993.1,0,0,1,0,1.0,6.0,7.06,17.81,26.83,0.0535,2.8,2.28
NER-G250M-1002_11700_20260908,NER-G250M-1002_11700,2026-09-08,2026,9,2,208,26.424047,90.500626,56.0,6.95,130.5,15.32,79.2,3.8,27.6,66.6,374.1,1807.5,28.6,32.7,26.1,6.6,88.0,0.79,0.583,-0.7048,0.631,0.8556,6.35,25.8,29.5,37.0,33.5,128.7,0.2,4,70009.3,59507.9,0.0,2.8,36.1,0,57692.5,0,0,68.1,8431.0,0,0,1,0,1.0,6.0,7.06,19.2,26.39,0.0535,2.8,2.28
NER-G250M-1232_11546_20260908,NER-G250M-1232_11546,2026-09-08,2026,9,2,210,26.08547,91.08161,42.0,6.34,140.8,14.34,74.5,5.7,20.1,38.3,392.2,1348.6,28.9,33.1,26.2,6.9,83.0,0.7778,0.6023,-0.6899,0.6207,0.8276,6.35,20.9,29.5,37.0,33.5,131.5,0.2,4,72955.2,62011.9,0.0,2.8,36.1,0,74927.7,0,0,25.37,17371.8,0,0,1,0,1.0,6.0,7.06,18.46,26.39,0.0535,2.8,2.28
NER-G250M-1232_11700_20260908,NER-G250M-1232_11700,2026-09-08,2026,9,2,215,26.43295,91.075891,47.0,6.56,136.0,14.7,76.2,2.3,8.6,18.5,327.5,1428.6,29.2,32.9,26.7,6.2,84.0,0.7586,0.6358,-0.6721,0.6031,0.7846,6.18,25.9,27.8,38.1,34.1,131.4,0.19,4,76889.2,65355.8,0.0,2.8,36.1,0,37376.5,0,0,20.63,28681.7,0,0,1,0,1.0,6.0,7.06,18.62,26.81,0.0535,2.8,2.28
NER-G250M-1462_11546_20260908,NER-G250M-1462_11546,2026-09-08,2026,9,2,201,26.09196,91.6554,206.0,13.51,136.2,25.82,130.4,7.4,32.2,79.0,407.2,1606.9,28.6,32.3,26.4,5.9,85.0,0.7668,0.6214,-0.6802,0.6115,0.8029,6.18,20.9,27.8,38.2,34.0,136.1,0.19,4,18785.9,15968.0,0.0,2.8,36.1,0,101543.5,0,1,3.09,11445.4,0,0,1,3,1.0,6.0,7.06,17.87,26.82,0.0535,2.581,2.28
NER-G250M-1462_11700_20260908,NER-G250M-1462_11700,2026-09-08,2026,9,2,206,26.439539,91.651389,53.0,6.82,131.5,15.11,78.2,5.9,15.0,21.6,322.3,1283.6,29.2,32.5,27.1,5.4,85.0,0.7576,0.6331,-0.6742,0.6047,0.7823,6.06,26.0,26.6,39.0,34.4,136.1,0.18,4,30460.1,25891.1,0.0,2.8,36.1,0,78147.5,0,0,9.21,33617.6,0,0,1,0,1.0,6.0,7.06,18.21,27.11,0.0535,2.8,2.28
NER-G250M-1462_11854_20260908,NER-G250M-1462_11854,2026-09-08,2026,9,2,211,26.787101,91.647305,136.0,10.45,130.7,20.92,106.5,2.7,10.4,23.8,201.5,986.6,27.7,31.1,25.5,5.6,82.0,0.7916,0.5873,-0.7028,0.6298,0.8592,6.27,27.8,28.7,37.5,33.8,136.1,0.19,4,66933.2,56893.2,0.0,2.8,36.1,0,69852.0,0,0,33.42,71460.0,0,0,1,0,1.0,6.0,7.06,19.21,26.58,0.0535,2.8,2.28
NER-G250M-1691_11392_20260908,NER-G250M-1691_11392,2026-09-08,2026,9,2,203,25.748508,92.231608,739.0,36.83,126.7,63.13,312.3,19.5,40.8,63.8,212.9,859.8,23.7,28.3,21.2,7.1,92.0,0.8458,0.716,-0.7649,0.6749,0.9896,6.17,20.9,27.7,38.2,34.1,127.1,0.19,1,66139.5,56218.6,0.0,2.8,36.1,0,150070.4,0,0,27.01,33284.8,0,0,1,0,1.0,6.0,7.06,17.83,26.83,0.0535,0.901,7.31
NER-G250M-1691_11546_20260908,NER-G250M-1691_11546,2026-09-08,2026,9,2,207,26.096168,92.229351,193.0,12.94,117.8,24.9,125.9,5.8,25.4,39.3,238.2,1054.6,27.4,31.4,24.6,6.8,87.0,0.7542,0.6417,-0.6694,0.5985,0.7749,6.06,21.0,26.6,38.9,34.5,127.1,0.18,4,44455.1,37786.8,0.0,2.8,36.1,0,127819.3,0,0,34.88,27068.2,0,0,1,0,1.0,6.0,7.06,17.46,27.1,0.0535,2.708,2.28
NER-G250M-1691_11700_20260908,NER-G250M-1691_11700,2026-09-08,2026,9,2,212,26.443812,92.227052,57.0,6.99,114.2,15.38,79.5,1.8,15.2,43.7,302.9,1260.9,29.3,32.3,26.9,5.4,82.0,0.8063,0.5706,-0.7164,0.639,0.8937,6.27,26.0,28.7,37.5,33.8,127.1,0.19,4,50558.4,42974.6,0.0,2.8,36.1,0,114603.4,0,0,50.16,46919.4,0,0,1,0,1.0,6.0,7.06,18.95,26.58,0.0535,2.8,2.28
NER-G250M-1691_11854_20260908,NER-G250M-1691_11854,2026-09-08,2026,9,2,202,26.791439,92.22471,110.0,9.31,113.7,19.1,97.6,2.1,7.5,26.4,298.4,1017.1,28.6,31.8,25.6,6.2,85.0,0.7778,0.6023,-0.6899,0.6207,0.8276,6.32,27.8,29.2,37.2,33.6,127.1,0.2,4,61328.1,52128.9,0.0,2.8,36.1,0,113618.9,0,0,47.88,54518.1,0,0,1,0,1.0,6.0,7.06,19.39,26.46,0.0535,2.8,2.28
NER-G250M-1921_10930_20260908,NER-G250M-1921_10930,2026-09-08,2026,9,2,209,24.707233,92.805636,21.0,5.42,287.3,12.87,67.3,15.6,46.7,124.5,529.4,1521.0,28.0,32.2,24.9,7.3,86.0,0.8673,0.6621,-0.7828,0.691,1.0,6.17,23.5,27.7,38.2,34.1,134.5,0.19,1,10312.5,8765.6,0.0,2.8,36.1,0,120367.6,0,0,21.66,13638.8,0,0,1,0,1.0,6.0,7.06,18.22,26.83,0.0535,2.8,2.28
NER-G250M-1921_11084_20260908,NER-G250M-1921_11084,2026-09-08,2026,9,2,214,25.054973,92.805091,167.0,11.81,328.7,23.1,117.1,10.6,18.9,45.9,272.0,1282.0,26.5,30.3,23.4,6.9,91.0,0.8333,0.7719,-0.7522,0.6611,0.9588,6.35,27.8,29.5,37.0,33.5,134.5,0.2,1,28306.6,24060.6,0.0,2.8,36.1,0,157405.3,0,1,0.91,24977.2,0,0,1,3,1.0,6.0,7.06,19.49,26.39,0.0535,2.8,2.28
NER-G250M-1921_11238_20260908,NER-G250M-1921_11238,2026-09-08,2026,9,2,204,25.402696,92.804536,856.0,41.95,64.5,71.32,352.2,13.3,58.0,108.4,312.3,1169.9,23.7,27.7,21.2,6.5,92.0,0.8491,0.7145,-0.7675,0.6768,0.9976,6.18,25.9,27.8,38.2,34.0,134.4,0.19,1,66900.8,56865.7,0.0,2.8,36.1,0,148808.3,0,0,12.35,49226.6,0,0,1,0,1.0,6.0,7.06,18.62,26.82,0.0535,0.792,9.82
